item_id,item_feature_0,item_feature_1,item_feature_2,item_feature_3,item_feature_4,item_feature_5,item_feature_6,item_feature_7,item_feature_8,item_feature_9,item_feature_10,item_feature_11,item_feature_12,item_feature_13,item_feature_14,duration,release_year,genre_pop,genre_rock,genre_hip_hop,genre_electronic,genre_jazz,genre_classical,genre_country,popularity
I000010,2.504864685302447,-1.333461126774949,-1.0282726536874438,1.3631696640866262,-1.1422745934927458,-1.3720254649124914,2.1153714355164954,-0.2742748855050585,-0.2501454233412255,-0.5088303999322228,0.5813407294084169,-1.1331000806110525,1.7743892245873165,0.7530463240026412,-0.05180023176790085,284,2004,0.17104970656283633,0.024503359154982477,0.15520146937927673,0.20828789413661322,0.17045540271558637,0.1665956368435376,0.10390653120716718,100.0
I000011,-0.5517055994610867,0.10825694005967285,1.0439696514243961,2.6174426286362076,1.508768374358993,1.012902487072667,0.043045740547390625,1.2325046106386215,-0.346410840938198,0.3318833834396524,1.1706959283854066,0.6067736917185195,-0.6646929927649822,-1.5327738736010819,0.5014966096525523,104,1973,0.22096570576700525,0.1983400957353323,0.17160533249865823,0.07702270745378517,0.19738293502466853,0.025916781233981112,0.10876644228656948,4.697204770178072
I000012,0.13463643962491514,0.9299897685604038,0.057889461763187,-0.3795836335326038,1.0539531037975378,0.9963133530846225,-2.109193418036767,-1.5191156048412524,0.12983462557747558,-0.0652378677591805,-0.18698504980963984,0.8239324982417736,2.0154984149609985,-1.0314481332940972,-0.06751777627576913,453,2003,0.22899805941553336,0.055574709020560366,0.10915933178010417,0.023413473978177647,0.006994832757004733,0.2856097454348902,0.29024984761372946,100.0
I000013,-0.025381558396965903,0.2052931948319547,-1.2236397310357632,0.46742987833997945,0.03670101570396325,2.0388993649376554,0.3848107911787176,-0.7005275550848677,-1.4971547068752968,-0.09794471573782605,-0.749649593443273,-0.42367068835594285,0.3456524588826128,0.23501780256852894,0.19390051775098527,103,2010,0.3059572318799299,0.102882620482023,0.2783893768181195,0.09441214860381006,0.06689897677486667,0.03202459615081087,0.11943504929044015,17.286141409574498
I000014,1.3922625492889247,0.4079556930770453,2.7134802556937045,0.1613349250415128,-0.406896190305905,-1.4970934611123334,-1.3143715470621484,0.9068151425024749,0.6489323286331116,-0.0896987259327301,-0.22437881421508232,-0.8876048472024265,-0.16636757995949636,0.1234889741068257,-2.017685900870436,476,2010,0.1974965530803166,0.21586993071949476,0.0333348823469253,0.08357083165369608,0.11385677585635348,0.15538699626032415,0.2004840300828896,15.170830727079295
I000015,0.7251931071367159,-2.027243860485218,0.33697833144899764,-0.04469832369290568,0.29207407178086175,-0.6484988962289077,1.6934782478194783,0.7180924802384169,0.6354161714637024,-0.17893560504696823,-0.07525435475106365,0.8856980875005901,1.3022907171692861,1.4001751255531105,-0.04638729836882014,210,1979,0.2148282966012945,0.030951972807588265,0.2355944268075974,0.259142159029796,0.08807143256455101,0.15475139574690397,0.01666031644226889,18.20382350822728
I000016,0.05670134839310422,0.33108021768184237,-0.2617808935382636,-0.7092649195080221,0.16645918553019404,0.47332265126602674,0.5237041770156639,-0.07553565771538061,-0.6580390550949932,0.4992660132510926,0.40099773196605365,-0.9190469174661362,0.948829262538173,0.7598298450972567,-0.04186702970748701,469,2014,0.22761444899562477,0.08626576891319213,0.01760360252816609,0.22112752087288817,0.1896864191246028,0.0401966863185234,0.21750555324700271,7.9089078261337225
I000017,-1.2542416943271149,-1.2141378367226914,0.4344547233627522,-0.5254447021506891,-0.27410635632258384,-1.128888725827337,0.8232602510314102,-1.8917886463852152,-0.04766999087627304,0.35519522368881423,0.611935762972934,0.48225288011626677,-1.2195309755052213,-0.4124926697302122,-0.7445331449913191,500,1987,0.12445332701892238,0.21053531795063374,0.1125513778552666,0.14118815639399832,0.04200845100195557,0.1733799414700915,0.195883428309132,33.954180739854756
I000018,-1.172096546489997,-1.7602764504033035,0.4785789523670768,1.1795886359015468,-0.5714157634772371,0.7665785793567848,0.5366135018782695,-0.9042011409964105,-0.11448156552877904,0.04155531256635782,0.73915805123746,0.10971543405804976,-1.742917698312432,1.8308936471510682,0.389009487920547,362,1992,0.23261591184195043,0.016776662421522995,0.3018236826599196,0.02619647524293968,0.1355380363484562,0.08958690900495926,0.19746232248025197,1.2930821118238645
I000019,-0.9942221883063024,-1.53735764648625,-0.8714990736133837,-0.3505811403019666,-0.6791806200882711,-0.4752975615423078,-1.0194808143516088,0.5554730799845368,-1.0483944003488417,0.538877640750552,0.6788123148284986,-1.5036879298520913,-0.47239566539972033,0.9092752379945886,0.15782823448385638,276,1970,0.07820045742939734,0.07974755689314827,0.2134460096985923,0.2000009842350165,0.09595137289720039,0.123768284567774,0.20888533427887132,1.5283625541841284
I000020,0.8663186708478794,1.083707151453154,-1.1269214028532486,-0.4362261321707355,0.2893166257155929,-0.2836567061149205,0.33018172570217014,1.4621780161609799,-0.2051531770363194,0.21290741339443622,-0.13338269570732658,-2.0639937904708976,-0.8460960717058861,-0.2226423693790047,-0.4700585734603731,444,2021,0.06918911234459207,0.004432676519598817,0.09747354786575271,0.147780983538335,0.03284945118640622,0.212229859374692,0.4360443691706233,6.13479163081233
I000021,0.7836564411573652,1.0694586426430788,-0.7057012277821092,1.0553947628083085,-0.53696812357199,0.2903807573592735,-0.40836620029695964,-1.360693911398776,-0.7957099765039268,-1.6648190684915358,0.7969881774660552,1.347682348308775,0.897694106053532,-0.31802981393866575,0.6931124665423908,439,2012,0.017859982776213163,0.041622957122416926,0.22048981815460297,0.1944401879774151,0.10154089372090397,0.23597793335065595,0.18806822689779196,4.9848802481722405
I000022,-1.9600903017716953,1.022991515741315,1.8500350857419967,0.6637444981179872,-0.5109771217742068,0.8325702938304306,0.05448981720650141,-1.043360355418443,-1.3607827817040088,-0.23362792136343877,0.02108695788030854,-2.580930177886796,2.9095332799689,-0.44543460297625226,1.2956982597391582,102,1998,0.10944439916661455,0.24090693026132975,0.19808750541812303,0.08695649018197715,0.010350611722616003,0.2885616497836984,0.06569241346564103,2.182756596109241
I000023,0.024555198527636754,1.2670365323564279,2.215875789127346,-0.548330614398358,-0.34482927011621256,0.5934193686724752,0.9781553374482497,0.21558004954405932,-0.1648525029312059,-1.4011754049337417,0.0874782797927771,-1.0300424185790982,0.001833321755388578,1.2118494472547539,0.38378952695716495,72,1997,0.09113493282803888,0.06889036411042394,0.22055844034399585,0.0413468690467674,0.19241650215939507,0.2257551115986009,0.15989777991277804,2.3795242703528685
I000024,0.3484526182697469,-1.5516929093615592,0.47925471007670384,-0.5366052661931457,-1.9461566600663887,1.3226558207519896,-0.25520882611231516,0.03952851527149735,0.47190346207798395,1.258480530109132,-0.7549222111085857,1.4580859652214717,-0.04497635658507254,-0.8047006714025701,0.1094547558726263,408,2001,0.21445262174716945,0.050808914298990024,0.11746174595790285,0.1212266400007009,0.233365599192673,0.07632924151804864,0.18635523728451514,4.746758957365309
I000025,-0.6369661061529344,-0.10302021072966966,1.5049328820866172,-1.891181261869789,0.06556711768075081,-0.017020957501631948,-0.3155718194321562,-0.46615850752898585,0.6804216664684019,-0.6060894225032537,-2.8946696735823734,-1.5096846736205929,-0.30990392266433403,0.9053809595705165,0.5542249868233591,303,2015,0.23322238789245414,0.14252617631937325,0.06510847457147748,0.0418386780831086,0.23593074725146604,0.16085279999990065,0.1205207358822199,13.711378039419131
I000026,-2.1586546489764107,0.5536218084396147,0.10756107419921337,-0.5278526906555643,-0.5101769204105662,0.5857976893521988,0.291447762616228,-1.0105664433008053,-1.0889629982077043,0.11053649083756287,1.8524009755050406,1.0502080141629702,0.5942092329937071,-1.0674543123504228,-0.8147923686559245,310,2010,0.03824537762905082,0.10660077601007335,0.10069683718826478,0.21065481962890453,0.24914360870494112,0.2392447486409168,0.055413832197848595,0.1998430564387088
I000027,0.6610383621743101,0.7997619189291726,-0.8089931166689117,-0.16805486098316905,-0.8383705403727456,-0.5800830170772961,1.0055398095404644,-0.2834590596674548,-0.9296103340585926,-1.4850387719885754,-0.14699539649764248,-0.3098233859580046,1.444679244603229,-0.8527925807063621,-0.9577531714177685,296,1977,0.0775390536740713,0.135371024283004,0.29452182365129226,0.19070341084281028,0.09870393629917366,0.140898269429982,0.062262481819666524,6.125162239447444
I000028,0.6266417916601702,0.21793748809723215,-0.005939406254467706,0.16101261890003285,-0.4619821128094149,0.07614192468638938,0.7632283187033682,-1.1217236932369206,0.8872505096785496,1.0682622849488717,-0.5197731744381434,2.896842069362143,1.886785131194877,-1.7032779734928065,1.0196780831487855,89,1976,0.04479043829059418,0.2565069746989784,0.10691071407957375,0.21697238086158346,0.11837880789842012,0.23851871723469004,0.017921966936159998,16.513031577144194
I000029,0.7521373709157989,-1.082310768925422,0.514951565793821,-0.4705215627537136,0.8958208815009219,-0.9711844497429485,-0.9896265306751626,1.887882877392979,0.038845538993264726,0.7760302936091378,0.9881923829801338,-0.13185578606312948,-0.417463181770706,0.5112687827053963,1.788708880377492,409,1974,0.057042027865998886,0.07099961146992743,0.23830238831408398,0.2990692840373242,0.10323190749842107,0.01319895662400681,0.21815582419023757,11.776982549138344
I000030,0.15862751657539534,0.42849521937881024,-0.18215595717155927,0.3481950066863426,-0.4972309968383161,0.37052613355703645,0.9923520703775796,1.441997130977156,0.9471705547009651,0.4664146610416725,1.9831467520325827,-0.05422930241009084,-0.17007763555566485,-1.8211439266464158,0.33244431847748,505,2020,0.04462595693705845,0.09490561603297369,0.1846808545710768,0.12927959912504805,0.20262401614491055,0.21963271179097862,0.12425124539795375,14.652435721507015
I000031,0.6816662594516396,1.126889719970733,-0.10258255629455827,2.3332815231454527,0.8945655017848723,-1.0559858001698816,0.4029429717659757,-0.004915364059432878,1.345430256499787,0.05611833490080556,-0.8246051232398274,0.32596715762862394,-0.5335586581233139,-1.7430977638227094,-0.8364091090098031,542,1998,0.1159952099069854,0.057655304203384036,0.15264893089947904,0.17956884145612384,0.2143998481719883,0.18200212835870566,0.09772973700333354,1.5893230882493237
I000032,0.15949916873791667,-0.537975971574542,1.3110143650569068,-1.3150234339988949,-0.7675400287714936,-0.9948396181722523,0.1713860028118401,1.3866554278478087,0.022979301584150968,-0.19233386101060493,1.2567760834678443,2.3191819725301692,0.39954964566958445,-1.9310949334013618,-1.2537210720712526,413,1979,0.08139683309036062,0.2884603121519507,0.29344858552824976,0.06305253918718397,0.0003298737286301447,0.16046523929277187,0.11284661702085294,43.96242175255381
I000033,0.5498000340567561,0.3799800346089588,-2.1297033810328387,0.5192110215590756,0.645046743433822,-1.3415182745232885,1.639408044723674,0.17766174997628828,0.5638097927597187,-0.5418512391183011,1.7150377080549857,2.358574156624595,0.20269845462644434,1.5331230585656428,-1.0949861335800761,433,2012,0.0849058627461027,0.02486253093289296,0.29534752906737294,0.09530950820964237,0.001523633425318231,0.16411713926544674,0.3339337963532239,5.00171184869844
I000034,0.07662341519089419,-0.9158778123574507,-0.14796275260172675,-0.8935470111436489,-0.27071208222247145,0.6826935429500741,-1.6137279766328962,-1.2310024690779935,-0.38423786160428774,0.6364332235581814,1.7739844569942593,-0.3597945899724309,-0.03977249523696412,-0.4466792392462844,-0.5898808783566855,250,1974,0.23469888452327733,0.13449530855192984,0.22571733778147454,0.16771712115500023,0.13868515953947894,0.0849272942348703,0.013758894213968888,0.8633929404984264
I000035,0.1561083391392143,-0.4589702226122986,0.8029693809711914,-0.19195528686480492,0.6228689099716747,1.0904357439053962,0.7562492771368073,-0.7316993131722191,0.4576293225689064,0.7184999001015853,-0.18415618028344177,1.50118673693793,-0.1366472167931751,-0.5093852111877448,-0.607801588714078,570,1986,0.17963321465135162,0.0013041307131942152,0.06330102811377004,0.21603116700050554,0.028527951787875958,0.2810070063624661,0.23019550137083647,20.115595990734988
I000036,0.296296260329354,0.7391107673939225,-0.19127531488545235,1.0531637400124074,1.9600861403074037,-0.8006343551917616,0.7023164655992515,1.4322455868982733,-0.5389027559067988,-1.2243005287271178,0.6085042682403188,0.4263390922260525,-0.6536817163967432,0.5470219021340633,0.3632158161036084,355,2001,0.04093956324705188,0.19241164710565395,0.23320595415753256,0.12007386647533234,0.08599978995237768,0.19685453582308748,0.13051464323896417,25.626581493738453
I000037,-0.1491795747527974,0.6050372438289718,-0.26526741114512115,0.5807288057243746,-2.494862844936589,-0.44097191889330756,0.07380927641700233,-1.135190872257761,-0.24479693902572947,-0.6028779860754205,0.04989498818597261,-1.2977791158778422,-1.3113495877484587,-1.1193434095772188,-1.0059154131884736,534,2006,0.2151347608902343,0.0962923519387257,0.1945628540856629,0.022040453781414556,0.1305966725273577,0.14691548161530493,0.19445742516129988,3.6492740959987313
I000038,-1.1385735676833195,-0.08306600258113608,1.8706883685325129,0.856961387304794,-1.6075571031275953,1.2606382806960046,0.664319260344252,-0.11515335881026408,-1.1135181537896488,1.613618313085039,-0.97022482986348,-0.3330708813510495,1.6799100727753407,0.31894175117423135,0.7279331840749182,351,2022,0.17164359182847244,0.17699191039745327,0.1751542359533476,0.17815617986408858,0.08793527767462486,0.077659461423487,0.13245934285852617,43.80886152396154
I000039,0.0015508052100589842,-0.1532720999535455,0.12940075976078538,1.3414315426290042,0.041864436276645774,0.6658874657301294,-1.2772347566315894,0.5317748076381901,0.3670222637666979,0.13605538256350014,1.2068552330458766,1.5151975814300116,1.066354292513404,0.17111928420207087,0.25079815219001705,518,2016,0.1651748008344119,0.05064713890526866,0.10137611045699683,0.2149430956870496,0.1915554578257898,0.25832601121049475,0.017977385079988323,10.143793812852927
I000040,0.24772691551960413,0.9498531040632258,-0.9870267049898549,-1.6092446822091864,1.142171453185886,-1.4973263150746539,-2.0575523508292606,1.4901390956502303,-0.6023854935483364,-1.6940693352657983,1.0962389331575209,-0.059456465859312545,-0.3245317512521434,-0.19715576605867405,-0.02985496273777953,494,2007,0.07431317414888107,0.2577953893895973,0.22566114020427036,0.19753873482129536,0.08787463520497635,0.05529974598324114,0.10151718024773836,93.05077146183842
I000041,0.3520452000961038,-0.5617615077947113,0.209952089911366,-0.005611776897646146,-2.4072629626253033,-1.4567759202026058,-1.0250027692427783,-0.2293866492005854,0.4182379574853668,1.827012261046242,-1.2336014455353372,0.26555640825320354,0.5194745385553816,1.0057650684770616,-0.21341546237397196,522,1988,0.19091543388381255,0.07125149050035644,0.17254053497613653,0.06715946006372757,0.1627631115372466,0.15507347851950076,0.1802964905192196,5.866593936581344
I000042,0.31821688307743556,0.24172434993516873,0.6313289530364967,0.5622223432394187,-2.9610697022376993,-0.28219891241270484,0.26840111168377817,-1.6442862631792345,1.4504859755898147,-0.4021729982294789,1.1157326693093073,-1.0941928719708198,-0.11964222592981737,0.05301540043462095,-0.5258433617967394,176,1976,0.16736582153503132,0.16275686878257925,0.21335227733832288,0.18917229632189564,0.02614549553350928,0.013034975021968518,0.22817226546669306,6.051332635996913
I000043,-0.8182043356048891,0.4500582969897859,0.2528148087563251,-0.33096980429376416,1.0447155715062373,0.4648840277374381,-0.3709608105249936,-1.4800376573430618,0.9898491034003934,0.06858721361544062,-0.9015299770948689,-1.7071300435185992,1.6053476758866274,0.17963064540482857,-0.8171487209989418,580,2011,0.2212654941309872,0.12210435106495442,0.006716217003264419,0.03039292383767418,0.19900072765115565,0.19273438232809445,0.22778590398386975,0.32872674370942656
I000044,-0.2633100648259062,-1.8994958945738165,0.976103020636794,0.18671126739626193,0.8292436959465793,-1.743077409117335,0.3289763073030335,-0.3784843757776503,0.5402159647504418,0.08681074512105977,-0.33166255404708206,-0.858059865773719,-0.507356355506543,-1.3641977611719527,-0.16668730198134432,220,1997,0.20192475309395228,0.18476282329063343,0.059722161630963264,0.17514638581014055,0.14868579574927918,0.17647349039953714,0.05328459002549418,100.0
I000045,1.9527872791717544,0.8690210552116151,0.9584845907032287,0.3341288441517665,0.6476454265232893,-0.045641036419214916,-1.0197721965439588,-0.883307065225813,1.0885082054023445,-0.6069988995104524,-0.05087245778619221,0.8235504935279627,-0.40994333309622605,0.45903790070738065,-1.0485416632312996,410,2004,0.18104444379127996,0.17665108350683023,0.1792616310379117,0.03557922746905322,0.04491378314206048,0.36598858602854123,0.01656124502432324,42.14122304987754
I000046,-0.34263110747356756,-0.5564499432970955,0.639354103745043,0.5481239406696441,0.5059274006905946,-0.05597135597350226,0.4939029566072908,-0.6464397735768228,-0.42361187430137354,0.6932236315037287,-0.11919032746883229,-0.8471687412781516,-0.004409874064390481,1.4070952385182394,-0.2548918945298905,529,1996,0.24989182009215652,0.18120453560816596,0.006106691446520629,0.28489513206147876,0.10501227855679153,0.04275715936616375,0.1301323828687227,83.01320061860224
I000047,0.016109869162465842,0.7602692019450961,1.131898024950251,0.3897134810662933,-0.36636890161198027,0.8612847545763999,-0.6435444044694214,2.0926182908555977,-0.7899322882197538,0.8066517150517515,-0.8759124327266689,1.308403701641585,-2.403100016286431,-0.7386250847168032,-1.8143104006956392,598,1983,0.13407515813822685,0.046303362802922104,0.13472853560387993,0.09585452774089334,0.19366601436099007,0.1966570805666545,0.19871532078643322,10.624424724166781
I000048,-1.1317494704470263,0.4777794021867587,1.7686086397543694,-0.8026503314169623,-0.2682029797903932,1.122576087073123,-0.26445741390967925,0.1484433129781406,-2.022481592363822,0.5497903228218326,-1.1988082377915914,-0.18542425400438325,-0.041174449270195514,-1.2100658590135018,0.9752486822474381,157,2013,0.0840092995715758,0.14279939578081086,0.1675954508428621,0.14424016598292663,0.08520597888927921,0.19500661086372412,0.18114309806882123,6.1216530696572775
I000049,0.3840459264890127,0.19003099340814786,0.35737181329538525,-0.9648597103810519,-1.7507172158135265,1.4160848342991201,0.6579229693092894,2.049174407009909,-0.16469075884165923,-0.8305769357664771,-0.46546591789605396,-0.5692663008566639,-0.10750497293428474,-1.323259788966659,-1.4606352678735834,260,2021,0.047187655022809,0.11174403338838829,0.07255509364027925,0.08851454656363936,0.08437595921876802,0.2784866666279949,0.31713604553812114,10.77000512787511
I000050,-0.16338375327788154,0.39900349674352564,-0.28120910221804357,1.081725876621382,0.06593010916903189,-0.4588402913384881,0.21185621939180427,0.2764969181156708,1.6459419702096876,-1.3667762910646533,0.8023646969649726,-1.647621627773611,-2.206189003973927,-1.6190072786156875,0.46482404013933026,359,1975,0.0032522419547191942,0.00514607738910152,0.08265264062450267,0.24285767557833124,0.06003918583950581,0.2945320921631797,0.31152008645065987,5.762266952844344
I000051,0.5819896949753935,1.070814895218407,-1.8892338699034468,-0.9198515326724985,-1.0841372411820416,-1.0027255819562573,-0.7659042412252254,-0.8582148867335497,0.6648756077204893,-0.28546574251003326,-0.3330354929002842,-0.4043815198573633,0.45718560079960724,0.5174224234121413,0.9598317430682017,168,1974,0.15759218545585063,0.21568804227682928,0.2065325792247663,0.029403103316907972,0.1360478718296376,0.1413034342580087,0.11343278363799959,7.817286766826623
I000052,0.33688652181902434,0.8972392437779577,1.8299334600383204,0.08950029500014431,-1.0076812209100474,-1.55061703148637,-1.0216332446958971,0.05307715008487186,1.7839402152450785,-0.45622851864507047,1.8700520911060317,0.08366380734325901,-1.0958400969523014,-0.8288160899369047,-0.3632335117773184,109,2017,0.17429294404437742,0.0610978933298046,0.17327113211036754,0.06580658322328266,0.1943867839767791,0.21118227834204742,0.11996238497334122,9.571854564101969
I000053,0.028874440994523676,-0.36682024994339635,0.011838174308581051,1.5827948415567676,1.0893376046866339,-0.1491525697788793,-2.042021730202825,0.267221439080208,0.24603798280759223,0.9757587840102364,-0.0008033342033878716,-1.3027056462193911,-0.07943147919040869,0.2732066838774826,-1.281714162090458,501,2004,0.08500950531136739,0.13884058078904943,0.18226731317560083,0.13369059587614915,0.07000969831712951,0.2284954286581438,0.16168687787255995,62.67620014866961
I000054,-0.5757283852841983,-1.121783172614979,1.8141987082516569,-1.043907898037105,-0.6022580122299352,0.20896499128849186,-0.47668922738766595,0.08744912811778766,-0.24722829817656447,0.1628413705283406,0.8083073237828096,0.3370104898854388,0.7899511811989809,-0.0365349303533328,0.019446058221023178,329,1993,0.11685811387439152,0.19862430783908427,0.09223533849159717,0.16242619300494546,0.0544584849121016,0.2304891057287713,0.14490845614910877,30.704611273198452
I000055,-0.5632920713086497,-0.5456166309608408,-0.6700060166002489,0.5085297778440946,0.9449536270449224,0.6085214314913695,0.7332656192239716,0.09153623374503644,-0.5137763674884411,1.2480978248973094,0.18355860566465387,-2.0871350129949935,-0.18643168117704773,-0.4580554356268577,-0.129137047841496,355,2010,0.2699224119293785,0.14199148339707413,0.09043497684903405,0.02728945801605517,7.115048488694952e-06,0.21897403743194674,0.25138051732802286,17.510200455963584
I000056,-1.6878967291723344,0.394913254443613,-0.47821219950850186,1.223907302480354,-1.8544489311966756,1.1698093859584207,-0.3740572297917152,0.4614905146790777,-0.873728063408178,0.39342453926591847,-1.327556886920901,0.4876597914843873,-0.8332704847313138,-1.5680467816089423,0.31473966073300425,241,1999,0.2744618792888938,0.031589362004079566,0.26956207440452,0.054611087499658484,0.11081407345204383,0.17391699248027379,0.08504453087053038,16.56890205299105
I000057,0.5574272484722359,-0.23548228022063375,0.711972960231764,1.6198588378637158,1.0510344024951164,-1.0861570635385778,-2.098488055041063,-0.6347303246487824,-1.2133443743353047,1.167428676405588,-0.47182679739941213,-1.0873626305963653,1.0661820490049558,0.3035681740022976,-0.4542618995906258,578,1982,0.05561735594955366,0.14890557476029262,0.15847665020615298,0.004548963726364679,0.25609163430635284,0.175716546176188,0.20064327487509526,45.86423345708556
I000058,1.9976782118158363,0.4240915461719171,-1.3974780388502939,-1.5007394458404415,-0.8374526063396365,1.0705120052790378,1.6531270654149086,-0.0559055575935963,-0.5667876477342766,0.7063298528786476,1.3711123275572645,-1.6811022377568507,-0.37597581321387524,0.6494715677359542,0.9347415376698835,377,2003,0.22697079727210756,0.1233107205067012,0.04153793680409311,0.11966289211852127,0.02796466471457904,0.24304035294676277,0.2175126356372349,16.334331422609324
I000059,-0.4215653744126736,0.36927193266131425,1.4380986910428288,-2.382163394836123,0.6507881126622896,1.5288449352831777,-0.6542753857948126,-0.7252226649975576,-1.100198481363083,-0.04931587967626657,0.6202682155889614,-0.9186012195773622,0.6324028158250707,1.4285720352668159,1.2455058538461603,70,1981,0.13944007525351929,0.16157722812194858,0.0713249422265939,0.20262183932992722,0.1697114637783255,0.08193042456067133,0.17339402672901402,7.925718646980798
I000060,2.0598707916296077,0.459675598814442,0.18722593535063475,1.120538463350753,-1.1086361396919284,-1.0743547273635676,-0.5628522022067087,-1.176296792718636,0.7739592120951108,0.17332639535815728,-0.5206543474841805,-1.9962945565168753,-1.0294387697974383,1.4633769142872928,1.9643096379556626,361,1979,0.12291906357936087,0.25089929032853037,0.26469696337677323,0.09293049060343397,0.03656933725021847,0.22333677817616068,0.008648076685522513,14.293097852704356
